industry_type,service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,calendar_load_factor,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
2,1,4,1,2,2,16,7,11,3,0.1,41.94,52.72,53.5
1,0,5,0,1,1,19,1,19,2,0.64,6.03,45.83,50.2
0,0,1,0,1,1,22,4,9,4,0.64,8.86,48.73,52.1
3,0,3,1,1,1,1,1,13,1,0.62,6.01,4.21,7.7
2,0,4,0,1,2,46,6,14,6,0.15,13.98,58.95,64.1
3,2,3,0,8,1,6,1,12,3,0.41,32.98,138.52,152.8
4,0,2,1,1,1,32,6,14,6,0.37,6.89,31.23,34.9
3,1,1,0,4,1,41,3,21,3,0.61,9.72,132.84,147.1
0,1,2,1,3,2,22,1,10,4,0.54,30.66,573.34,300.0
4,2,1,1,1,2,29,1,12,3,0.18,33.71,977.59,300.0
2,2,1,1,2,1,37,1,13,0,0.1,50.0,1850.0,300.0
1,0,3,0,2,1,34,3,13,5,0.85,7.16,56.8,64.8
2,2,1,1,2,0,41,2,12,0,0.31,50.0,1025.0,300.0
3,0,4,0,2,1,11,3,12,2,0.14,3.0,6.05,5.8
0,2,1,1,2,1,20,4,19,0,0.72,41.57,207.85,233.4
2,0,2,1,4,0,13,5,19,2,0.94,28.71,63.45,74.7
1,0,2,0,3,1,36,7,13,2,0.21,9.34,40.83,42.8
1,0,2,1,1,2,37,5,16,5,0.4,11.55,72.65,82.4
0,0,3,0,2,1,12,7,10,1,0.88,10.97,13.16,15.7
0,2,3,1,3,1,41,7,17,0,0.82,50.0,205.0,232.4
0,0,2,0,3,0,4,7,18,6,0.62,10.61,5.15,5.0
1,0,2,1,1,1,42,5,15,6,0.87,8.69,62.05,68.9
4,0,3,0,1,1,43,4,21,1,0.54,4.89,36.8,40.6
0,0,3,1,1,1,26,1,13,5,0.72,11.95,217.49,240.1
2,0,1,1,1,1,41,5,10,1,0.46,17.01,139.48,149.1
1,0,1,0,1,1,34,7,21,1,0.92,5.79,28.12,32.0
4,2,2,0,2,1,10,7,14,0,0.56,27.35,33.21,37.4
0,0,2,0,1,0,39,3,18,6,0.59,9.3,102.76,114.0
0,1,1,1,1,0,17,3,17,0,0.99,22.01,124.72,146.9
0,1,1,0,1,1,10,4,18,4,0.48,14.5,36.25,42.3
5,0,5,0,2,1,43,6,15,5,0.48,4.57,13.1,14.8
2,1,1,1,1,1,26,7,17,0,0.82,25.73,95.57,112.6
0,2,4,1,2,1,0,6,10,1,0.67,36.15,2.0,4.3
1,1,2,0,4,1,1,6,8,6,0.68,25.96,3.68,6.8
0,1,4,1,1,2,3,4,21,1,0.51,23.92,9.87,14.1
0,1,3,1,1,1,4,4,8,6,0.92,19.25,13.48,17.7
4,2,1,1,2,1,44,7,9,1,0.59,32.07,201.58,220.4
2,1,4,1,4,1,42,3,20,0,0.79,46.5,358.05,300.0
3,0,3,1,2,1,34,7,18,2,0.37,6.68,22.71,27.2
1,0,2,0,1,2,48,7,8,0,0.43,7.35,42.84,49.4
2,0,2,0,3,2,5,6,14,1,0.99,17.75,12.57,17.0
1,1,2,1,2,1,44,4,13,2,0.75,24.04,224.77,255.0
1,1,1,1,1,1,31,1,12,1,0.36,16.31,505.61,300.0
3,0,1,1,4,0,34,1,20,6,0.12,8.81,299.54,300.0
0,1,2,0,1,1,36,7,13,6,0.5,14.99,65.53,73.4
3,0,1,1,1,1,25,4,9,5,0.27,5.13,32.06,34.8
4,0,2,0,2,0,12,5,20,3,0.15,6.03,12.3,12.4
0,0,2,1,2,1,23,7,14,1,0.96,12.43,34.72,44.2
4,1,2,0,1,1,0,3,20,5,0.88,15.38,2.0,1.5
0,0,1,1,1,1,49,4,8,6,0.72,11.11,136.1,152.8
1,1,3,1,2,1,15,5,15,4,0.79,21.23,44.58,50.0
3,1,3,0,1,1,3,4,18,1,0.46,6.85,3.6,2.5
2,0,3,0,2,1,24,1,20,0,0.46,16.47,276.7,298.5
0,0,2,0,2,1,2,6,9,6,0.58,8.77,2.48,1.5
4,0,3,1,1,1,25,6,9,6,0.64,6.92,20.18,22.4
5,1,1,0,1,0,35,2,12,5,0.45,9.53,166.77,181.8
0,0,2,1,1,1,27,6,19,4,0.2,11.21,42.88,46.3
4,0,4,0,1,1,39,5,15,4,0.37,4.76,20.42,19.4
2,0,2,1,1,2,49,2,18,1,0.98,18.23,379.64,300.0
5,0,3,0,3,1,4,4,17,3,0.8,5.81,4.07,5.0
0,1,1,0,1,1,26,3,18,3,0.27,14.48,125.49,132.7
4,2,2,1,2,1,21,6,16,3,0.11,36.79,109.45,114.3
0,2,5,0,1,1,27,1,21,4,0.21,31.44,339.55,300.0
4,1,1,1,1,1,47,2,19,6,0.7,15.52,364.72,300.0
3,1,3,1,1,1,2,1,21,4,0.34,8.99,12.59,15.3
1,0,4,1,1,1,7,2,17,2,0.19,8.18,15.75,19.5
0,2,2,1,1,1,35,3,9,5,0.2,32.15,318.82,300.0
4,0,1,0,1,2,36,7,10,5,0.83,5.32,27.36,31.1
3,1,3,1,2,1,45,2,18,2,0.32,10.73,169.0,179.5
1,0,2,0,1,1,17,4,16,2,0.95,6.67,24.1,25.5
2,1,3,1,2,1,11,1,20,4,0.79,36.97,284.67,300.0
4,1,1,0,1,1,1,7,12,5,0.27,14.68,2.1,4.0
1,2,3,1,4,1,46,1,14,5,0.41,50.0,1610.0,300.0
0,1,2,1,2,2,36,5,14,6,0.67,24.82,151.9,168.8
5,0,1,0,1,1,14,1,19,5,0.72,4.33,60.62,66.2
1,2,2,1,1,1,47,3,12,0,0.49,33.09,440.65,300.0
1,1,2,0,2,2,7,7,9,4,0.25,18.94,16.1,17.8
0,0,4,0,1,0,40,4,8,2,0.17,9.23,50.77,53.8
4,0,4,0,1,2,16,3,21,2,0.62,5.7,16.72,19.8
0,0,3,1,1,1,9,6,19,5,0.72,10.47,10.99,13.9
3,0,2,0,4,0,5,3,15,2,0.46,4.62,6.54,8.2
4,1,1,0,1,1,33,5,17,6,0.62,12.0,79.2,84.3
0,2,3,1,1,1,49,6,9,0,0.14,32.7,186.94,193.5
4,0,2,0,1,1,41,1,18,3,0.95,5.44,189.58,215.9
2,2,2,1,2,2,25,3,11,5,0.88,50.0,354.17,300.0
3,1,2,1,2,2,46,4,11,5,0.41,13.06,127.66,134.2
1,1,1,1,4,1,20,1,11,5,0.21,27.04,540.8,300.0
3,1,1,0,3,0,37,6,10,4,0.88,8.59,52.97,58.7
1,1,3,1,4,1,43,2,18,4,0.67,26.09,392.65,300.0
0,0,2,0,1,0,10,2,18,6,0.86,7.75,32.94,34.9
5,1,1,1,1,0,10,7,10,2,0.52,13.98,19.97,23.4
0,0,2,0,1,1,12,3,8,4,0.42,7.94,27.0,32.7
4,0,4,1,2,1,20,6,15,3,0.96,8.57,15.71,20.2
0,1,4,1,2,1,34,6,10,0,0.6,23.16,72.18,80.1
1,1,3,1,4,1,24,4,21,1,0.71,24.56,103.15,118.0
4,1,1,0,1,2,49,3,12,5,0.51,15.61,254.96,277.3
0,1,4,1,3,1,0,1,17,4,0.93,22.65,2.0,4.2
4,1,4,1,1,1,46,3,16,5,0.54,14.68,123.8,136.5
2,1,1,0,4,1,20,5,19,5,0.49,34.8,139.2,151.2
1,0,2,1,3,2,1,1,21,0,0.2,16.94,14.4,16.3
3,2,2,0,3,1,1,4,12,1,0.63,21.74,4.62,2.8
1,0,1,0,2,0,18,5,18,4,0.8,8.37,30.13,37.4
1,1,2,1,1,2,42,7,17,3,0.94,23.26,118.63,138.4
3,0,1,0,2,1,18,5,10,4,0.27,3.0,10.8,8.6
1,1,2,1,1,1,18,2,14,1,0.4,17.29,132.27,142.3
0,0,1,1,3,2,44,5,9,6,0.63,19.35,170.28,190.9
4,2,2,1,1,1,34,6,12,0,0.37,30.37,146.28,154.5
4,1,2,1,1,2,44,6,16,6,0.81,21.48,133.89,149.8
2,1,2,1,1,1,18,6,17,0,0.25,27.17,69.28,74.8
2,0,2,1,1,2,1,4,18,5,0.9,18.32,3.89,5.3
3,2,1,1,2,1,46,7,14,5,0.91,17.47,114.8,132.3
2,1,3,0,1,1,2,6,9,0,0.7,27.42,6.4,8.8
2,1,1,0,3,1,37,1,10,1,0.77,31.22,1155.14,300.0
5,0,2,0,1,1,4,2,20,2,0.6,4.24,7.21,9.4
0,0,1,1,2,1,35,7,18,1,0.18,14.78,73.9,78.0
2,1,3,1,6,1,43,4,11,2,0.27,50.0,376.25,300.0
4,1,2,1,1,1,40,1,18,4,0.46,19.11,649.74,300.0
3,1,3,1,2,2,46,7,14,3,0.51,14.67,67.48,75.5
4,1,1,0,1,2,18,4,20,0,0.55,18.01,81.04,87.4
1,0,1,1,1,1,44,5,19,1,0.13,8.13,71.54,76.3
1,0,2,0,1,1,41,2,12,0,0.3,5.39,93.92,98.3
4,0,2,1,1,2,46,6,17,1,0.85,10.68,69.6,80.2
1,0,3,1,1,1,5,5,20,3,0.99,7.83,5.48,6.8
3,0,1,1,2,2,9,3,10,3,0.15,8.58,25.74,28.4
0,1,4,0,1,2,31,7,18,5,0.96,21.79,53.07,63.9
4,1,4,1,3,1,2,6,8,4,0.76,25.55,4.68,8.6
2,2,2,1,6,1,21,3,16,0,0.58,50.0,297.5,300.0
1,1,1,0,2,1,15,3,16,3,0.31,17.15,85.75,89.1
2,0,3,0,2,1,42,1,8,5,0.85,15.43,453.64,300.0
3,1,2,1,2,1,28,1,12,6,0.38,10.49,249.66,265.5
0,0,2,0,1,1,41,4,14,6,0.51,7.8,67.96,76.5
3,2,3,0,2,1,34,6,18,2,0.56,15.51,61.52,66.5
2,1,2,1,2,2,31,4,9,0,0.44,38.24,251.91,268.8
0,0,2,1,2,1,28,6,12,5,0.75,12.48,49.5,56.9
4,1,3,1,3,1,29,6,8,6,0.74,24.94,84.38,97.7
1,2,1,0,1,2,46,3,21,1,0.64,40.32,618.24,300.0
1,2,4,1,2,2,29,6,19,4,0.74,42.7,113.51,129.4
2,0,3,1,3,1,14,4,15,1,0.27,23.61,57.84,64.4
3,0,3,0,2,2,20,3,14,1,0.29,3.78,17.64,21.6
5,2,5,1,1,1,35,6,12,6,0.14,23.87,55.7,61.4
0,2,1,1,1,1,38,5,15,0,0.16,34.69,263.64,270.6
1,2,1,0,1,1,32,6,19,4,0.86,29.0,154.67,176.7
0,2,3,0,1,1,18,5,9,6,0.94,31.24,78.72,93.4
4,1,1,1,1,1,23,6,8,1,0.36,14.97,57.39,62.4
2,2,2,0,2,1,43,7,10,3,0.47,50.0,261.07,283.0
3,0,3,1,2,1,13,7,17,3,0.81,7.49,9.74,9.9
1,2,1,0,3,1,36,4,11,4,0.95,47.19,424.71,300.0
4,0,2,0,1,1,24,6,19,0,0.59,4.81,16.35,20.3
2,1,2,0,1,1,8,4,16,0,0.77,25.32,43.04,47.2
5,1,3,0,1,1,29,4,17,6,0.76,8.96,45.47,50.1
0,2,1,1,1,1,43,2,11,3,0.18,30.44,654.46,300.0
2,0,1,1,3,2,7,1,15,6,0.67,23.22,162.54,181.6
4,2,2,1,1,2,11,1,17,3,0.94,30.59,286.02,300.0
3,1,1,0,2,0,42,5,15,0,0.3,6.76,56.78,58.1
0,1,2,1,1,2,49,2,20,0,0.6,25.42,529.37,300.0
5,1,4,0,1,2,28,3,17,3,0.67,12.7,65.19,68.9
1,1,2,1,2,2,28,7,14,1,0.68,25.87,87.96,98.3
0,2,4,1,1,1,25,7,12,0,0.72,37.33,73.33,83.6
2,1,2,1,1,1,10,5,15,5,0.2,24.89,42.31,45.4
2,1,2,1,3,1,21,1,14,5,0.22,45.01,803.43,300.0
4,2,4,1,1,1,38,2,8,6,0.93,29.4,307.23,300.0
1,2,5,1,1,1,7,6,15,4,0.43,37.44,17.47,22.3
2,0,4,0,3,1,21,2,12,6,0.9,14.63,84.49,99.1
2,0,1,1,2,1,45,3,13,3,0.65,20.36,305.4,300.0
1,1,5,0,1,1,15,3,12,6,0.91,14.48,28.96,35.3
5,2,2,0,1,1,23,2,15,0,0.14,20.84,203.71,211.6
4,1,2,0,1,1,14,3,16,0,0.75,15.5,61.48,70.6
2,1,3,0,1,1,35,6,9,1,0.54,26.23,107.11,115.0
0,0,2,1,3,0,47,5,8,2,0.17,13.92,111.22,116.0
5,1,1,1,1,1,47,6,8,6,0.45,13.43,105.2,110.8
0,0,4,0,1,1,16,5,18,0,0.94,7.98,14.04,17.9
0,0,4,0,1,0,8,4,15,1,0.56,9.37,10.31,12.5
0,0,4,1,1,2,30,7,15,6,0.6,14.86,35.03,37.2
0,0,2,1,3,1,1,1,16,2,0.68,16.22,13.79,14.4
4,2,2,0,1,1,6,2,10,4,0.75,29.57,75.4,82.0
2,0,4,0,2,2,30,3,12,2,0.85,15.77,86.74,100.9
5,1,4,1,1,1,47,2,21,4,0.52,12.02,155.36,167.7
0,0,4,1,1,1,24,5,8,4,0.32,12.55,33.13,37.5
2,1,3,1,2,1,6,7,14,3,0.72,37.25,22.35,27.0
5,1,2,1,1,1,36,2,19,6,0.22,11.55,176.72,185.1
4,0,1,1,2,1,38,3,11,4,0.15,8.94,113.24,116.4
3,0,1,1,4,2,44,3,10,1,0.74,10.49,153.85,175.6
0,0,2,1,1,2,21,4,15,6,0.73,11.46,51.14,62.7
4,1,3,1,2,1,1,4,11,4,0.98,21.69,3.8,6.3
1,0,1,1,2,1,28,6,19,0,0.5,9.83,45.87,53.9
2,0,2,1,3,0,12,4,16,0,0.66,24.59,62.7,68.6
3,0,2,1,6,0,34,5,18,5,0.82,13.19,76.24,90.3
3,0,1,0,1,1,25,6,18,5,0.65,3.0,12.5,16.3
3,1,2,1,2,1,40,1,17,0,0.34,9.45,321.3,300.0
3,0,2,1,1,1,4,4,8,3,0.43,5.69,4.84,5.8
0,2,3,1,1,1,36,3,12,3,0.84,39.43,331.21,300.0
2,0,1,1,8,1,48,4,15,0,0.51,37.49,449.88,300.0
3,0,5,0,1,1,16,7,19,0,0.98,3.0,2.74,3.6
1,0,4,1,1,1,30,1,16,4,0.74,7.83,129.2,141.4
1,0,3,1,1,2,16,2,14,5,0.36,9.65,54.04,56.2
0,1,3,0,3,0,28,2,12,5,0.36,22.12,216.78,229.4
2,0,1,0,2,1,19,3,15,3,0.11,14.27,90.38,89.1
5,0,3,1,4,2,4,4,12,3,0.97,11.88,8.32,15.2
1,1,1,0,1,1,42,7,20,0,0.28,13.28,79.68,85.8
2,0,4,0,2,0,12,4,11,6,0.9,17.37,28.66,37.0
3,1,2,0,3,2,41,4,13,0,0.25,9.93,86.52,87.6
0,0,3,1,1,1,31,6,19,3,0.71,11.97,43.29,52.7
5,1,3,1,1,1,26,6,14,0,0.82,13.97,42.38,49.3
1,1,2,0,2,1,15,1,12,0,0.85,18.27,232.94,263.6
4,2,2,1,1,1,36,2,14,5,0.9,30.39,464.97,300.0
0,1,2,1,1,1,21,6,8,1,0.74,18.09,53.82,62.9
0,0,4,0,1,1,33,4,18,3,0.14,7.44,33.76,33.4
1,0,5,0,3,0,24,6,9,6,0.9,9.27,14.83,17.1
1,1,3,1,3,2,41,4,12,4,0.34,26.28,188.56,200.4
4,0,2,0,1,1,46,2,16,5,0.31,4.46,87.19,93.9
0,1,1,0,2,2,17,3,10,5,0.96,23.84,135.09,151.6
3,1,2,1,3,1,2,5,8,5,0.22,14.05,4.78,9.6
0,1,1,1,2,2,12,6,18,4,0.6,24.32,48.64,58.1
4,0,4,0,2,1,46,5,9,4,0.84,5.92,29.96,34.7
4,1,4,0,1,1,34,3,11,3,0.26,13.31,82.97,88.4
2,0,3,1,1,1,0,4,17,1,0.83,12.96,2.0,3.9
0,0,1,0,1,1,40,5,9,5,0.5,7.67,61.36,64.3
3,1,2,1,4,1,33,3,13,2,0.65,13.31,124.45,142.1
0,0,2,0,1,1,12,5,18,3,0.8,8.21,16.75,20.2
0,1,1,1,1,1,22,6,16,3,0.65,20.87,76.52,87.0
3,0,3,1,1,0,23,1,10,4,0.81,5.27,84.85,93.4
5,0,4,1,2,1,2,7,9,5,0.77,7.25,2.0,3.1
4,1,2,1,1,1,1,1,12,1,0.19,19.47,16.55,22.2
2,1,4,1,1,1,21,6,12,4,0.83,28.65,55.15,66.8
2,2,4,1,2,1,19,7,13,3,0.58,50.0,74.64,81.8
5,2,2,0,2,1,27,4,21,6,0.29,22.48,128.98,137.9
2,0,1,0,3,0,28,5,8,3,0.48,15.3,85.68,92.9
2,1,2,1,4,1,40,1,11,2,0.43,50.0,1700.0,300.0
5,0,2,1,1,2,27,6,8,2,0.13,8.6,32.89,36.3
0,0,2,0,1,1,24,4,12,3,0.45,6.85,34.93,39.0
0,1,1,1,1,1,11,3,17,1,0.51,16.24,59.55,67.1
3,0,2,0,2,1,1,4,15,0,0.35,3.19,2.0,6.8
0,1,3,1,2,1,21,3,16,5,0.65,24.14,118.29,133.2
1,0,2,1,3,1,44,4,13,5,0.81,12.44,116.31,131.6
2,0,2,1,3,2,44,6,13,3,0.35,27.38,170.67,180.8
2,2,1,0,2,1,24,7,8,6,0.5,48.0,164.57,176.4
5,1,3,1,1,0,12,7,12,4,0.44,15.31,18.37,22.9
0,0,4,1,1,1,33,6,14,4,0.71,11.84,35.82,41.8
1,1,2,1,1,2,36,1,10,6,0.67,21.18,648.11,300.0
0,2,1,0,1,1,36,1,12,3,0.24,29.6,1065.6,300.0
3,0,1,1,3,1,42,4,12,3,0.87,7.75,81.38,93.6
3,1,3,1,6,0,10,5,19,1,0.78,20.89,29.25,37.3
2,1,1,1,4,1,8,4,17,5,0.86,49.75,99.5,117.5
0,1,2,0,1,1,15,1,19,4,0.35,13.68,174.42,184.9
3,2,1,1,2,1,9,2,16,5,0.28,22.37,100.66,104.4
2,0,2,0,1,2,25,5,9,3,0.92,15.81,67.19,80.9
0,1,1,1,1,1,22,3,20,5,0.94,19.48,142.85,164.1
2,0,2,0,1,1,7,4,10,5,0.23,12.64,18.8,21.2
2,1,3,1,2,0,11,4,9,5,0.33,34.03,65.51,70.4
5,2,2,1,1,2,27,6,11,2,0.12,29.96,114.6,119.6
4,0,3,0,1,1,40,4,13,1,0.93,5.11,35.77,41.5
3,0,2,0,4,1,5,7,8,5,0.82,3.94,2.39,4.9
4,2,3,1,1,2,45,6,8,4,0.92,31.81,167.0,193.1
3,2,1,1,2,2,45,2,9,1,0.37,26.49,596.02,300.0
5,2,3,1,1,2,40,7,18,5,0.19,25.43,101.72,107.0
0,2,4,0,1,1,30,4,17,3,0.67,33.57,138.48,149.8
2,1,4,0,2,1,1,4,10,3,0.6,27.63,3.8,7.6
3,2,4,0,6,1,32,2,10,5,0.34,23.91,210.41,222.6
2,2,4,1,8,0,15,3,17,1,0.76,50.0,137.5,156.5
0,0,4,1,1,0,31,2,9,0,0.34,12.3,104.86,111.2
1,1,3,0,3,0,0,2,20,2,0.15,21.26,2.0,4.6
1,1,1,1,1,1,42,2,20,2,0.63,16.45,345.45,300.0
1,0,2,1,1,2,24,4,11,5,0.83,11.16,56.92,65.0
1,1,1,0,1,1,24,7,18,0,0.8,14.96,51.29,59.5
2,1,2,1,2,1,3,2,21,1,0.11,30.69,39.13,40.0
4,2,4,0,4,1,44,6,20,1,0.18,44.9,181.1,185.4
3,1,5,0,3,0,49,5,21,2,0.59,8.39,32.89,36.4
4,2,1,1,1,1,2,6,8,5,0.68,31.31,10.44,14.8
4,0,2,1,1,2,0,3,13,1,0.27,9.14,2.0,2.8
2,1,2,1,1,1,13,1,16,1,0.84,24.87,274.81,300.0
1,0,2,1,1,1,9,5,20,1,0.72,9.4,14.38,20.2
0,1,2,1,1,2,41,4,16,4,0.82,23.99,209.01,238.0
5,1,2,1,1,1,41,2,10,0,0.57,14.75,257.02,281.5
0,1,5,1,1,1,16,5,19,3,0.26,18.24,23.35,24.1
3,0,3,0,1,1,30,1,17,2,0.18,3.0,63.0,66.5
1,1,5,0,1,2,27,5,21,4,0.23,17.12,36.98,41.5
5,0,1,0,1,1,29,5,16,2,0.88,3.47,20.13,24.1
2,0,2,1,1,1,47,1,20,5,0.56,15.42,616.03,300.0
4,2,5,0,3,1,1,7,18,6,0.22,39.75,2.27,6.1
1,1,2,0,1,0,5,1,15,5,0.44,17.34,73.7,80.1
1,1,2,0,1,2,37,6,11,0,0.13,16.33,85.6,92.2
2,2,3,1,2,1,17,4,21,1,0.38,50.0,148.75,162.3
5,0,3,0,2,2,44,2,12,0,0.96,6.13,94.4,109.7
2,1,4,1,3,0,31,4,9,6,0.69,44.29,188.79,208.5
5,2,3,0,1,1,21,6,18,0,0.82,18.09,44.32,49.3
4,0,5,1,3,1,39,3,21,3,0.73,11.42,59.38,69.6
4,0,3,1,1,2,29,7,19,1,0.74,9.43,27.35,32.5
2,0,1,0,8,1,9,6,11,6,0.89,26.42,39.63,47.7
1,2,3,1,1,1,36,4,11,5,0.49,30.41,191.58,209.8
0,1,2,1,1,1,33,3,19,6,0.6,18.7,174.84,192.1
5,1,2,1,1,2,19,7,16,5,0.62,14.67,33.85,37.2
5,0,2,0,1,1,7,7,8,3,0.21,3.9,3.32,6.9
3,0,2,0,2,1,19,7,21,4,0.45,3.0,6.92,6.9
1,1,4,1,1,1,5,2,13,0,0.11,18.13,24.93,27.6
0,2,1,0,3,2,29,5,19,4,0.96,50.0,290.0,300.0
5,0,3,0,1,1,24,6,9,4,0.71,4.35,12.18,14.6
0,0,5,0,1,1,26,6,20,4,0.42,9.02,15.63,15.7
4,0,3,1,2,2,22,6,8,2,0.21,12.65,32.47,35.9
1,0,3,1,1,1,13,3,9,4,0.25,8.19,24.84,26.7
2,1,2,0,1,1,35,1,21,1,0.65,27.65,822.59,300.0
4,1,2,1,1,1,19,6,20,3,0.5,16.85,45.35,49.3
0,2,3,1,1,0,37,6,18,6,0.66,36.86,159.11,180.5
1,1,2,1,1,1,43,1,15,5,0.7,16.09,588.09,300.0
5,1,1,0,1,1,42,5,19,3,0.86,10.43,87.61,97.9
3,1,3,1,2,1,11,3,11,1,0.35,9.78,25.1,27.8
4,2,5,1,1,1,9,3,13,5,0.79,27.96,33.55,42.1
4,1,3,1,1,1,37,7,15,6,0.78,19.43,71.89,83.4
0,1,4,1,1,1,29,7,10,4,0.51,16.4,37.37,42.2
0,1,1,1,1,0,16,5,14,5,0.74,17.86,57.15,65.2
2,2,2,0,3,1,40,1,18,2,0.84,50.0,1700.0,300.0
1,1,2,0,2,1,6,5,16,6,0.71,20.62,21.03,24.0
2,0,3,0,1,1,42,5,12,3,0.29,12.36,72.68,78.2
4,2,1,1,1,2,3,6,11,1,1.0,30.13,15.06,19.8
0,1,2,1,3,1,48,2,21,4,0.77,29.99,611.8,300.0
3,2,3,0,1,1,35,1,11,3,0.34,12.71,311.4,300.0
0,2,2,1,1,2,9,3,17,0,0.46,37.33,95.19,104.6
0,1,1,1,2,1,26,6,16,4,0.17,23.88,103.48,111.5
2,1,2,1,2,1,34,6,20,6,0.31,32.35,155.82,165.1
4,0,3,0,1,2,42,5,10,2,0.77,5.87,34.52,39.1
0,0,3,0,1,2,4,3,13,2,0.19,8.72,8.14,11.1
2,1,3,1,1,0,15,1,13,3,0.24,32.48,341.04,300.0
3,0,2,1,2,2,15,4,12,4,0.35,6.96,22.18,30.0
0,2,3,1,1,1,13,5,18,5,0.92,32.66,59.44,69.3
2,0,2,1,1,1,37,3,18,1,0.28,16.92,177.38,186.1
5,1,3,0,1,1,42,1,18,6,0.86,8.79,258.43,292.9
2,1,2,1,3,2,36,2,20,3,0.8,42.23,646.12,300.0
0,1,1,1,1,1,16,6,21,0,0.97,17.09,45.57,55.2
3,1,5,1,1,0,14,3,18,1,0.2,9.69,18.09,19.6
2,1,3,1,1,1,38,4,15,2,0.83,26.81,178.29,199.6
0,0,3,1,1,2,29,5,17,5,0.52,14.9,60.49,67.7
0,1,4,1,1,1,31,4,8,1,0.45,18.4,78.43,86.7
0,1,5,1,1,1,43,5,19,6,0.51,20.65,71.04,79.3
0,0,2,1,1,1,28,2,12,6,0.36,12.55,149.34,160.3
1,1,1,1,1,1,34,7,17,6,0.33,16.07,78.05,87.6
2,1,3,0,4,2,42,3,14,0,0.36,50.0,490.0,300.0
1,0,4,0,1,2,9,2,21,4,0.31,7.8,19.31,18.0
4,2,3,0,1,2,8,2,12,5,0.56,29.66,83.05,90.6
3,0,2,0,4,1,41,3,21,6,0.35,4.58,53.2,59.4
4,1,2,1,3,1,45,1,13,5,0.59,25.29,967.34,300.0
2,0,1,0,1,1,7,6,15,6,0.79,13.74,16.03,19.8
0,1,1,0,1,2,29,3,14,1,0.17,18.21,176.03,178.1
2,1,1,1,1,1,7,6,21,4,0.8,26.92,31.41,38.1
4,1,2,1,2,1,20,5,8,3,0.49,21.22,72.15,78.2
0,0,2,1,1,2,11,2,18,3,0.88,12.03,56.24,66.2
0,1,2,1,1,1,10,7,20,2,0.3,18.05,21.92,25.0
1,1,2,1,1,2,35,2,11,0,0.88,19.91,296.16,300.0
1,0,1,1,1,1,13,6,12,4,0.31,8.71,18.87,20.6
1,0,2,0,1,1,0,6,12,2,0.95,6.52,2.0,2.8
0,2,2,0,1,2,48,7,12,4,0.89,39.89,232.5,263.4
1,1,1,0,2,2,5,2,12,4,0.28,19.61,49.02,54.5
3,0,2,0,3,1,35,2,19,1,0.23,3.89,57.86,63.0
1,2,3,0,1,2,3,1,18,4,0.49,35.99,75.58,78.9
3,1,1,0,1,0,47,1,17,6,0.24,6.99,328.53,300.0
2,0,2,0,1,1,9,7,13,1,0.13,12.29,13.43,14.1
2,2,1,1,2,1,30,2,16,1,0.68,50.0,750.0,300.0
0,0,3,1,1,1,49,6,18,5,0.11,9.41,53.79,56.0
2,0,4,1,1,1,39,6,11,3,0.29,16.46,58.84,62.9
0,0,1,0,2,0,37,4,18,6,0.53,10.55,97.59,104.9
2,1,4,1,4,2,6,5,19,6,0.4,50.0,33.0,38.6
2,1,2,0,1,0,30,5,16,3,0.19,26.02,132.7,134.6
0,1,1,1,1,2,17,1,15,2,0.85,25.05,425.85,300.0
1,0,5,1,1,1,25,7,11,3,0.67,9.07,12.96,13.5
0,0,3,0,2,2,47,7,10,6,0.46,11.68,54.9,55.8
0,1,2,0,3,2,6,4,9,4,0.48,29.54,37.66,39.6
1,1,2,1,3,1,24,6,18,1,0.11,24.49,83.27,89.1
5,0,2,1,1,1,5,5,8,0,0.93,7.73,6.57,9.9
1,2,1,0,2,1,3,5,21,3,0.22,35.12,21.07,22.1
2,1,4,1,4,2,38,6,11,0,0.28,50.0,174.17,184.6
3,0,2,1,2,1,42,4,11,0,0.39,5.75,51.32,54.7
3,1,3,1,3,1,34,7,20,4,0.42,13.89,47.23,52.2
5,0,3,1,1,2,43,5,18,4,0.17,8.77,52.8,57.0
4,1,2,1,1,1,27,6,15,6,0.73,19.1,73.06,80.4
4,1,2,1,1,0,8,7,20,6,0.19,15.66,15.21,17.2
5,0,2,1,1,2,12,1,12,1,0.74,7.59,77.42,87.2
0,1,5,0,1,1,14,2,10,6,0.61,18.21,50.99,60.4
3,1,3,1,1,1,17,3,15,2,0.84,8.0,31.73,36.1
4,1,5,0,1,1,10,7,21,6,0.19,12.42,7.1,7.2
3,0,1,1,2,2,11,7,10,0,0.64,8.91,14.0,16.5
5,0,1,1,1,0,39,7,20,6,0.72,6.69,37.27,47.1
0,0,3,1,1,1,21,5,21,6,0.53,11.59,34.07,39.3
2,1,3,1,1,1,1,6,11,6,0.65,25.56,2.98,7.2
5,2,2,1,1,0,44,7,17,5,0.47,24.9,133.04,145.6
1,0,2,1,1,1,41,7,15,1,0.53,10.31,51.33,58.1
3,0,1,1,2,2,34,2,18,4,0.61,8.91,151.47,167.1
0,0,2,0,1,0,23,3,10,6,0.38,8.81,57.41,61.1
