hour,queue_len,service,wait_time
13,27,1,86.0
15,17,1,72.0
12,13,0,17.0
11,17,0,18.0
9,27,1,58.0
16,23,1,56.0
11,7,1,34.0
10,41,0,32.0
12,44,1,82.0
11,7,0,12.0
9,3,1,29.0
11,26,1,57.0
10,35,1,71.0
16,4,0,11.0
14,32,0,39.0
17,48,0,39.0
16,33,0,29.0
11,29,0,22.0
13,7,0,22.0
15,38,1,110.0
13,46,0,47.0
16,25,1,56.0
13,36,0,40.0
9,33,1,61.0
13,6,1,48.0
12,39,0,28.0
14,27,1,86.0
11,38,0,29.0
13,38,0,39.0
10,27,0,24.0
14,13,0,25.0
14,49,1,120.0
13,37,0,40.0
14,3,1,47.0
15,41,1,118.0
13,17,1,68.0
9,43,0,34.0
16,47,1,85.0
12,24,0,21.0
17,6,1,31.0
14,37,0,42.0
9,27,0,29.0
11,4,0,15.0
11,2,0,11.0
12,43,1,79.0
14,30,1,95.0
15,46,0,51.0
12,41,1,74.0
14,19,0,30.0
9,18,0,18.0
16,47,1,84.0
15,10,0,22.0
17,39,0,32.0
11,2,0,10.0
10,22,0,21.0
9,6,0,9.0
11,22,1,53.0
13,6,1,47.0
10,45,1,78.0
11,33,0,29.0
12,41,0,30.0
15,18,0,24.0
11,8,0,12.0
17,47,0,34.0
16,50,0,35.0
12,17,1,45.0
9,40,0,23.0
9,47,1,83.0
9,44,0,34.0
9,41,1,79.0
16,24,0,21.0
11,13,1,45.0
14,43,1,115.0
11,24,0,20.0
13,18,0,30.0
15,38,1,110.0
10,14,0,17.0
14,15,0,24.0
14,26,0,32.0
11,39,1,72.0
14,9,0,20.0
13,3,1,43.0
10,50,1,87.0
17,18,0,17.0
16,27,1,58.0
11,20,0,15.0
16,46,0,34.0
17,13,1,43.0
11,32,1,63.0
11,47,1,82.0
10,9,1,37.0
16,18,1,48.0
9,29,0,26.0
16,21,1,50.0
15,2,0,15.0
15,36,0,42.0
11,40,1,73.0
9,17,1,46.0
12,10,1,35.0
17,47,1,85.0
13,1,1,38.0
9,11,0,16.0
13,5,0,22.0
16,42,0,32.0
16,39,1,74.0
13,43,1,115.0
17,28,0,27.0
9,29,1,63.0
12,1,1,26.0
11,8,1,34.0
10,46,0,31.0
16,1,1,30.0
15,28,0,38.0
17,32,1,63.0
10,9,1,38.0
12,33,0,29.0
14,43,1,118.0
11,7,1,33.0
16,36,1,68.0
11,32,0,27.0
10,46,1,82.0
11,5,1,30.0
14,43,1,118.0
10,39,1,72.0
16,44,1,83.0
9,18,0,21.0
15,31,0,38.0
10,26,1,56.0
14,0,1,36.0
10,42,0,29.0
10,32,1,63.0
16,39,1,74.0
10,31,1,62.0
15,4,1,44.0
11,16,1,43.0
16,7,1,36.0
15,41,1,113.0
16,33,1,69.0
15,8,0,20.0
14,22,0,29.0
15,34,1,102.0
13,49,1,120.0
15,6,1,47.0
9,14,1,43.0
9,19,0,20.0
17,49,0,35.0
13,24,0,32.0
13,2,0,18.0
11,45,1,81.0
13,23,1,79.0
11,33,1,63.0
17,45,0,29.0
17,21,1,52.0
14,10,1,56.0
9,47,0,35.0
15,7,0,23.0
15,38,0,43.0
12,42,0,33.0
16,34,0,26.0
14,48,1,120.0
12,45,1,81.0
12,37,0,32.0
10,7,1,31.0
10,36,1,70.0
12,26,1,56.0
13,27,1,88.0
16,39,0,29.0
14,33,1,100.0
12,31,1,66.0
15,14,1,68.0
16,43,0,33.0
10,16,1,43.0
15,32,0,39.0
10,46,0,34.0
10,45,0,32.0
16,15,0,17.0
10,28,1,60.0
17,8,0,16.0
9,32,0,27.0
17,48,0,33.0
9,28,0,25.0
10,12,0,19.0
14,20,1,72.0
14,20,0,29.0
9,4,1,29.0
15,9,1,55.0
16,5,0,9.0
10,50,1,90.0
16,12,1,40.0
17,0,1,26.0
14,19,0,30.0
13,46,0,48.0
17,45,0,34.0
17,7,0,14.0
9,9,0,10.0
11,8,0,14.0
17,48,0,33.0
10,40,1,76.0
12,2,1,33.0
12,10,0,16.0
10,11,1,43.0
11,9,0,13.0
11,24,0,21.0
9,48,0,34.0
14,48,1,120.0
16,24,0,21.0
11,10,0,12.0
13,35,0,41.0
9,38,0,27.0
15,25,1,87.0
9,13,0,18.0
17,38,1,71.0
16,39,1,75.0
15,0,0,14.0
15,3,0,17.0
13,29,1,92.0
13,11,1,57.0
13,34,1,103.0
9,12,1,38.0
16,30,0,26.0
9,37,1,72.0
12,42,1,75.0
17,22,1,51.0
17,3,1,27.0
13,15,0,26.0
12,6,0,13.0
11,21,0,19.0
11,28,1,62.0
13,10,1,58.0
9,32,0,28.0
13,28,0,31.0
14,38,1,113.0
15,11,0,24.0
17,6,1,33.0
11,38,1,72.0
10,41,1,74.0
11,47,1,84.0
17,25,1,59.0
15,39,1,111.0
17,8,0,12.0
10,40,0,27.0
13,33,0,39.0
12,44,1,79.0
10,12,0,17.0
17,35,1,71.0
17,24,1,56.0
14,23,1,80.0
14,43,1,118.0
16,16,0,18.0
14,1,0,13.0
9,12,0,17.0
12,30,1,60.0
15,28,0,38.0
10,49,0,34.0
17,27,0,25.0
16,26,1,55.0
16,14,0,19.0
15,30,1,96.0
12,39,0,27.0
10,14,1,42.0
11,32,0,27.0
14,19,0,30.0
13,41,0,45.0
16,11,1,38.0
14,36,0,43.0
14,8,0,22.0
9,22,1,51.0
12,7,1,32.0
13,31,1,98.0
11,47,1,84.0
17,13,0,12.0
9,26,0,25.0
14,24,1,81.0
14,12,0,24.0
13,20,1,76.0
13,44,0,45.0
13,30,1,93.0
14,36,0,45.0
16,47,1,86.0
10,42,1,77.0
14,4,0,19.0
9,12,0,18.0
12,27,0,25.0
11,42,1,75.0
17,24,0,25.0
11,50,1,87.0
14,34,0,41.0
9,46,0,32.0
14,38,1,109.0
12,6,1,31.0
16,37,0,28.0
17,31,1,64.0
12,2,1,30.0
14,44,0,50.0
9,38,1,75.0
12,36,0,30.0
15,49,0,55.0
9,21,1,51.0
16,7,0,13.0
14,16,1,67.0
13,26,0,34.0
17,32,1,62.0
10,45,1,82.0
13,16,1,68.0
14,41,1,114.0
15,11,1,55.0
13,47,0,50.0
17,45,0,30.0
9,26,1,58.0
15,47,0,50.0
15,7,1,51.0
12,22,1,50.0
17,41,0,33.0
13,48,0,51.0
12,28,1,58.0
15,49,1,120.0
12,19,1,49.0
11,15,1,47.0
17,16,1,44.0
16,15,1,41.0
9,18,0,20.0
15,7,1,53.0
17,37,1,76.0
16,37,0,35.0
16,28,1,57.0
14,40,1,112.0
12,35,0,25.0
16,25,1,56.0
11,30,0,30.0
17,43,1,77.0
10,11,0,15.0
10,16,0,17.0
15,14,0,23.0
12,8,1,39.0
16,38,1,69.0
17,41,0,30.0
15,47,0,50.0
13,11,1,58.0
16,31,1,63.0
12,24,1,58.0
10,38,1,68.0
14,17,1,70.0
17,14,0,18.0
9,31,1,64.0
15,5,0,17.0
17,43,1,81.0
17,42,0,33.0
11,34,0,25.0
13,33,1,97.0
16,37,0,26.0
16,4,0,12.0
12,17,0,19.0
9,15,0,17.0
9,7,1,38.0
12,24,0,21.0
14,31,1,96.0
16,25,0,22.0
14,21,1,81.0
17,30,1,59.0
17,42,1,77.0
10,9,0,16.0
9,11,1,38.0
10,27,1,56.0
13,5,0,19.0
12,19,1,46.0
12,4,0,13.0
17,22,0,20.0
16,8,1,34.0
14,28,0,38.0
9,15,0,15.0
10,45,0,29.0
14,21,1,75.0
10,7,0,18.0
13,19,0,27.0
13,50,0,53.0
14,13,1,64.0
14,38,0,42.0
14,36,1,103.0
10,49,0,35.0
11,33,1,67.0
14,10,1,59.0
16,39,1,72.0
9,32,0,25.0
9,30,0,31.0
10,43,0,28.0
14,33,1,95.0
17,49,0,32.0
12,6,0,15.0
11,48,1,84.0
16,22,0,20.0
17,45,0,31.0
13,6,1,51.0
17,24,1,52.0
10,2,0,10.0
11,37,1,69.0
15,19,0,24.0
15,33,0,39.0
14,48,0,51.0
14,43,0,46.0
10,43,0,31.0
14,29,1,91.0
12,16,1,45.0
11,9,0,12.0
10,34,1,65.0
9,19,1,49.0
13,17,0,25.0
10,44,1,80.0
10,43,1,82.0
15,26,0,34.0
16,48,0,30.0
16,35,0,28.0
12,22,0,23.0
9,31,0,24.0
15,9,0,21.0
9,10,0,13.0
12,37,1,70.0
16,5,0,11.0
10,40,1,76.0
14,46,1,120.0
14,33,0,40.0
17,35,1,66.0
13,36,1,110.0
12,16,1,46.0
13,39,0,46.0
13,39,1,110.0
16,11,1,39.0
16,20,0,19.0
10,39,1,76.0
15,18,1,70.0
16,2,1,28.0
14,17,1,71.0
13,50,1,120.0
17,18,0,21.0
11,46,1,80.0
12,5,0,16.0
17,15,1,45.0
14,7,0,21.0
16,47,0,34.0
15,17,0,27.0
10,47,1,83.0
11,42,1,77.0
9,38,1,75.0
17,48,1,85.0
15,48,1,120.0
9,11,0,16.0
11,44,0,31.0
12,9,0,10.0
12,6,1,34.0
13,45,1,120.0
11,0,0,10.0
11,48,1,83.0
9,35,1,72.0
15,20,0,29.0
9,36,0,28.0
10,23,1,52.0
12,24,1,52.0
12,6,0,14.0
13,41,1,111.0
10,16,0,18.0
12,28,0,24.0
9,29,0,22.0
10,6,1,30.0
9,32,0,24.0
12,6,0,12.0
12,23,1,51.0
15,10,0,20.0
17,8,1,35.0
17,11,1,43.0
13,34,1,103.0
9,3,0,12.0
9,35,0,30.0
14,27,1,90.0
10,12,1,39.0
16,22,1,53.0
17,18,0,21.0
12,41,1,78.0
13,36,1,107.0
16,38,1,70.0
11,23,0,24.0
13,15,1,69.0
11,32,0,29.0
11,11,0,13.0
11,33,1,64.0
15,6,1,50.0
15,10,1,59.0
15,30,0,38.0
16,28,0,24.0
13,12,0,24.0
13,30,1,96.0
12,1,0,10.0
15,38,1,110.0
12,14,1,42.0
10,10,1,36.0
12,33,0,25.0
16,38,0,30.0
17,3,0,6.0
11,10,1,38.0
15,28,0,36.0
17,1,0,12.0
12,15,1,45.0
11,38,1,73.0
13,12,0,22.0
9,36,1,68.0
11,16,0,17.0
16,20,1,52.0
16,43,1,82.0
12,18,0,20.0
10,6,1,31.0
16,37,1,70.0
16,7,1,33.0
12,12,0,18.0
11,36,1,69.0
10,1,1,26.0
17,40,0,33.0
9,10,0,14.0
15,23,1,82.0
13,5,1,49.0
16,25,1,56.0
12,6,0,17.0
15,38,1,112.0
13,18,0,29.0
13,5,0,17.0
17,42,1,76.0
17,28,1,60.0
17,42,0,29.0
14,38,1,109.0
14,1,1,43.0
13,18,0,29.0
17,3,1,29.0
16,5,0,14.0
15,48,1,120.0
15,36,0,40.0
14,27,0,34.0
13,29,1,96.0
12,6,0,14.0
11,8,0,12.0
11,24,1,55.0
14,32,1,94.0
12,0,1,21.0
14,50,0,54.0
11,5,0,12.0
12,17,0,20.0
17,9,1,39.0
13,27,0,36.0
15,10,0,24.0
10,32,1,66.0
13,0,0,18.0
17,12,1,44.0
11,36,1,70.0
17,19,1,49.0
14,0,0,16.0
12,2,0,11.0
15,17,0,27.0
16,40,1,77.0
14,13,1,61.0
13,30,1,93.0
14,26,0,36.0
13,16,0,29.0
16,45,0,37.0
9,28,0,26.0
15,35,0,43.0
10,36,1,72.0
17,25,0,22.0
9,16,1,46.0
14,21,1,78.0
17,24,0,21.0
9,1,1,26.0
12,21,0,22.0
12,4,0,12.0
17,3,1,30.0
13,35,0,43.0
13,5,0,20.0
14,20,1,78.0
9,12,1,39.0
9,36,1,73.0
17,24,1,56.0
11,25,1,58.0
12,38,1,74.0
9,19,0,21.0
17,32,0,25.0
16,13,0,18.0
10,35,1,66.0
16,16,0,22.0
15,20,1,76.0
14,45,0,51.0
9,15,1,45.0
15,45,0,49.0
15,15,1,65.0
17,19,1,47.0
9,28,1,62.0
10,27,1,60.0
17,7,0,15.0
17,23,0,21.0
14,2,1,42.0
14,24,1,82.0
12,18,1,46.0
12,32,0,25.0
13,1,1,39.0
11,14,1,45.0
9,21,0,18.0
9,9,1,36.0
15,17,1,71.0
9,21,0,24.0
9,45,1,80.0
11,48,1,83.0
12,26,0,24.0
12,12,1,40.0
10,32,0,26.0
9,4,1,31.0
11,25,1,58.0
12,12,1,41.0
11,26,1,58.0
16,13,1,44.0
9,23,0,22.0
10,2,1,28.0
15,46,1,120.0
12,50,0,32.0
16,48,0,35.0
11,29,1,61.0
14,34,0,38.0
17,47,1,85.0
9,13,0,16.0
9,11,0,12.0
16,27,1,57.0
11,43,0,35.0
13,28,1,89.0
9,42,0,32.0
13,16,0,25.0
14,39,0,48.0
16,48,1,85.0
11,20,1,49.0
11,22,0,23.0
17,19,1,53.0
12,10,1,37.0
12,33,1,65.0
15,9,0,26.0
10,9,1,36.0
16,42,0,31.0
14,5,0,14.0
11,35,0,27.0
17,23,0,19.0
13,11,0,22.0
16,42,1,73.0
15,22,1,81.0
16,26,0,20.0
15,44,1,116.0
11,36,1,68.0
10,5,1,34.0
15,0,1,37.0
11,5,1,31.0
11,49,1,87.0
10,21,1,51.0
12,40,0,32.0
16,23,0,21.0
9,24,0,22.0
9,14,1,47.0
13,25,1,84.0
13,7,0,21.0
9,50,1,87.0
14,23,1,76.0
9,47,0,35.0
13,37,0,46.0
17,5,0,15.0
13,34,1,100.0
14,41,1,114.0
16,0,1,26.0
9,45,0,33.0
10,35,0,29.0
17,11,1,39.0
11,37,0,28.0
14,10,0,23.0
13,11,1,60.0
10,41,0,36.0
15,49,0,51.0
12,38,0,29.0
9,6,1,32.0
12,10,1,38.0
14,35,0,43.0
15,30,1,93.0
15,32,1,93.0
15,12,1,62.0
11,17,0,19.0
14,40,1,112.0
16,23,0,20.0
12,8,0,15.0
16,30,1,61.0
10,40,0,29.0
17,9,1,34.0
17,1,1,25.0
16,37,0,30.0
9,14,0,14.0
10,2,1,30.0
14,42,1,114.0
13,30,1,94.0
17,5,1,32.0
13,2,0,18.0
10,10,0,17.0
12,14,0,17.0
17,44,1,80.0
9,27,0,25.0
9,9,0,15.0
15,37,0,42.0
11,46,0,34.0
10,49,1,86.0
17,49,0,33.0
11,6,0,12.0
10,14,0,18.0
16,17,0,17.0
14,17,1,72.0
14,40,1,111.0
15,23,0,28.0
15,1,1,40.0
14,39,1,105.0
12,19,1,47.0
17,33,1,71.0
14,42,0,49.0
12,25,1,58.0
11,6,1,30.0
12,37,0,28.0
11,29,0,27.0
10,41,0,32.0
13,4,0,20.0
10,10,1,41.0
14,0,0,16.0
11,33,1,64.0
14,0,1,39.0
17,18,0,19.0
9,1,0,8.0
14,20,1,77.0
17,19,1,51.0
12,22,0,21.0
10,20,0,21.0
12,23,0,17.0
9,3,1,31.0
11,11,1,40.0
17,21,0,21.0
13,19,1,71.0
14,17,0,24.0
11,0,1,29.0
13,29,1,90.0
16,32,0,26.0
14,23,0,30.0
12,13,0,12.0
10,35,1,70.0
17,4,1,31.0
9,10,0,12.0
9,23,1,56.0
12,30,0,24.0
15,12,1,58.0
9,15,0,15.0
17,23,1,55.0
12,12,1,36.0
11,23,1,51.0
9,25,1,57.0
12,1,0,11.0
17,15,1,42.0
14,37,0,45.0
14,45,0,47.0
9,0,0,10.0
10,48,0,33.0
14,10,1,56.0
10,50,0,35.0
11,34,1,67.0
12,42,1,77.0
13,28,1,90.0
17,36,1,72.0
12,16,0,18.0
17,38,1,74.0
11,41,0,31.0
16,27,1,59.0
9,28,1,62.0
17,42,0,29.0
17,2,1,29.0
10,9,1,36.0
12,41,1,74.0
16,13,1,43.0
15,11,1,57.0
9,46,0,34.0
13,41,1,109.0
15,29,1,93.0
12,31,0,31.0
9,31,1,64.0
17,41,0,30.0
13,31,1,95.0
10,25,1,57.0
16,50,0,34.0
10,0,1,26.0
11,41,1,80.0
9,1,0,12.0
10,16,0,18.0
15,29,1,90.0
10,38,0,28.0
14,6,1,48.0
11,26,0,20.0
12,8,1,37.0
16,21,0,22.0
11,33,0,24.0
14,45,0,45.0
9,48,0,35.0
15,0,0,12.0
16,8,0,14.0
16,19,0,19.0
11,18,0,21.0
9,35,0,29.0
17,39,1,72.0
14,44,0,50.0
17,3,1,28.0
15,8,0,21.0
9,40,1,75.0
9,21,1,56.0
14,17,0,28.0
13,11,0,20.0
17,41,1,75.0
10,42,1,79.0
16,38,0,28.0
13,8,0,21.0
10,5,0,12.0
14,18,1,66.0
16,47,0,32.0
12,46,0,33.0
10,6,0,9.0
13,15,0,24.0
10,4,0,11.0
10,15,1,43.0
14,0,1,38.0
17,50,0,34.0
12,36,0,29.0
14,38,1,107.0
15,18,0,29.0
14,36,1,108.0
16,16,0,19.0
12,25,1,56.0
9,21,1,49.0
15,7,0,20.0
11,32,1,65.0
14,1,0,17.0
10,29,1,58.0
17,46,0,33.0
9,19,0,20.0
14,17,0,28.0
14,42,1,116.0
13,9,0,21.0
13,23,0,30.0
9,3,0,12.0
13,36,1,106.0
10,3,0,9.0
15,12,1,62.0
11,24,1,54.0
12,12,1,39.0
11,17,0,22.0
11,23,0,25.0
12,1,1,23.0
13,47,0,48.0
9,32,0,24.0
12,18,1,51.0
16,8,1,34.0
15,27,0,32.0
17,34,1,70.0
13,38,0,45.0
12,9,1,41.0
16,0,0,11.0
17,41,0,30.0
15,20,1,76.0
15,8,0,20.0
13,46,0,52.0
12,14,1,45.0
9,34,0,24.0
15,4,0,20.0
9,40,0,28.0
9,21,1,56.0
13,40,1,116.0
17,22,1,50.0
14,6,1,49.0
11,22,1,54.0
11,43,0,30.0
15,24,0,30.0
14,26,0,35.0
17,40,1,75.0
14,5,0,17.0
13,33,1,102.0
15,8,0,18.0
9,48,1,85.0
15,32,0,39.0
11,50,0,36.0
17,5,1,34.0
14,36,0,42.0
17,30,0,20.0
13,33,1,99.0
15,40,0,46.0
12,28,0,24.0
15,13,1,62.0
9,35,1,70.0
15,35,1,104.0
16,14,1,39.0
13,7,1,51.0
10,25,0,22.0
13,35,1,103.0
14,47,1,120.0
10,20,0,23.0
14,27,0,35.0
14,3,0,18.0
9,15,0,21.0
9,21,0,21.0
11,11,1,36.0
11,15,0,17.0
12,50,1,89.0
10,39,0,30.0
17,37,1,75.0
15,41,0,44.0
15,36,1,107.0
14,28,1,92.0
11,17,1,46.0
14,9,1,55.0
16,41,1,74.0
16,38,1,72.0
17,17,1,47.0
9,0,1,25.0
9,38,1,73.0
11,20,1,52.0
11,0,0,6.0
16,14,1,43.0
9,3,1,32.0
10,19,0,19.0
10,9,1,34.0
11,22,1,52.0
14,40,0,42.0
9,33,0,27.0
10,45,1,81.0
9,47,0,34.0
13,32,1,97.0
15,33,1,100.0
16,38,1,73.0
9,9,0,12.0
15,19,1,74.0
13,0,1,40.0
9,12,0,14.0
11,0,1,26.0
15,4,1,48.0
9,15,1,41.0
15,14,1,65.0
13,48,1,120.0
9,27,1,61.0
9,30,0,23.0
9,22,1,52.0
17,47,1,81.0
11,44,0,33.0
13,42,1,117.0
17,16,1,46.0
14,48,0,52.0
17,33,0,26.0
16,12,0,13.0
16,13,0,18.0
9,10,0,15.0
17,27,0,24.0
14,41,0,45.0
17,31,1,68.0
11,34,1,66.0
11,30,1,61.0
14,16,0,24.0
17,46,1,83.0
15,8,0,25.0
11,9,1,37.0
11,7,1,34.0
10,20,1,52.0
17,12,1,40.0
11,49,0,37.0
13,4,0,21.0
17,5,1,30.0
16,29,0,22.0
10,30,0,26.0
11,16,1,46.0
10,10,0,13.0
16,19,0,18.0
14,47,0,49.0
14,8,0,21.0
17,1,1,28.0
16,36,1,72.0
12,0,0,12.0
12,3,1,28.0
17,35,1,73.0
9,24,1,55.0
10,2,0,10.0
10,8,0,11.0
14,21,1,76.0
12,22,1,53.0
11,11,0,12.0
11,9,1,34.0
11,33,0,26.0
14,42,1,115.0
16,9,0,13.0
15,29,0,39.0
12,21,0,17.0
12,5,0,13.0
10,49,1,87.0
9,1,0,10.0
17,29,1,61.0
10,1,0,10.0
16,31,0,27.0
17,41,1,79.0
12,15,1,41.0
16,11,1,37.0
17,0,0,8.0
13,7,0,20.0
15,47,1,120.0
12,49,0,36.0
9,12,1,39.0
11,14,0,15.0
13,43,0,46.0
11,7,0,14.0
15,9,1,56.0
17,45,0,32.0
14,4,1,44.0
9,49,1,84.0
15,18,0,31.0
11,46,1,79.0
13,37,1,107.0
12,10,0,16.0
13,42,1,116.0
13,19,1,72.0
14,19,0,30.0
14,20,0,28.0
16,17,0,15.0
16,49,1,87.0
17,9,1,34.0
16,33,0,27.0
10,25,1,56.0
9,29,0,25.0
10,8,0,14.0
10,45,0,34.0
11,50,1,86.0
15,30,1,95.0
10,41,0,28.0
9,3,0,14.0
14,5,1,51.0
17,13,0,17.0
11,3,1,32.0
14,25,0,37.0
11,46,0,32.0
9,47,1,84.0
13,38,1,107.0
12,16,1,44.0
15,18,1,72.0
14,50,1,120.0
15,48,0,53.0
13,5,0,19.0
12,28,1,61.0
15,10,1,56.0
15,15,0,28.0
14,29,0,37.0
16,24,1,56.0
12,39,1,76.0
13,10,0,20.0
12,6,1,31.0
9,25,0,27.0
16,21,0,21.0
9,24,1,52.0
13,18,0,25.0
14,30,0,37.0
14,25,0,33.0
13,41,1,113.0
11,40,0,34.0
13,35,1,102.0
16,22,0,23.0
10,46,0,34.0
14,12,0,23.0
17,24,0,20.0
16,1,0,12.0
16,1,1,22.0
16,15,1,45.0
15,8,0,21.0
16,27,1,60.0
14,12,1,60.0
10,34,0,25.0
10,40,1,76.0
16,12,1,42.0
9,30,1,62.0
14,20,1,76.0
14,31,0,39.0
12,33,1,67.0
11,7,0,12.0
11,40,0,33.0
9,47,1,84.0
11,1,0,12.0
12,37,1,70.0
13,31,0,40.0
11,39,1,73.0
14,27,1,86.0
13,36,0,46.0
11,40,1,70.0
14,0,1,43.0
14,40,1,114.0
16,9,1,36.0
10,3,0,12.0
9,34,0,28.0
12,9,0,14.0
15,46,1,120.0
11,10,0,18.0
11,13,1,47.0
13,37,1,104.0
13,11,1,59.0
11,44,0,29.0
17,16,0,16.0
12,15,0,17.0
11,34,0,26.0
10,1,1,27.0
17,10,0,15.0
12,40,0,32.0
11,2,0,12.0
15,28,0,39.0
16,17,1,48.0
10,19,0,17.0
15,46,0,49.0
13,13,0,25.0
13,33,1,100.0
11,48,0,36.0
13,30,0,38.0
10,39,0,31.0
12,41,1,74.0
14,17,1,68.0
9,29,0,21.0
12,24,0,23.0
14,18,1,73.0
17,7,1,31.0
10,27,1,59.0
15,7,1,50.0
14,30,1,97.0
10,2,0,9.0
16,2,0,13.0
15,43,0,50.0
13,21,0,30.0
13,16,1,68.0
15,35,1,105.0
17,16,1,43.0
17,13,1,40.0
17,50,1,88.0
14,8,0,25.0
14,29,0,36.0
11,20,0,19.0
9,11,0,19.0
15,36,0,43.0
12,31,1,68.0
9,10,1,40.0
16,19,1,48.0
14,34,1,101.0
14,46,1,120.0
10,45,0,30.0
9,10,0,16.0
10,7,0,15.0
12,3,1,30.0
10,26,1,57.0
9,43,1,83.0
15,39,1,108.0
16,37,0,26.0
14,46,1,120.0
12,29,0,25.0
14,43,1,116.0
11,47,0,36.0
16,47,1,82.0
10,26,1,56.0
13,20,0,32.0
9,19,0,20.0
14,3,1,45.0
10,10,0,15.0
12,12,1,41.0
14,8,1,50.0
16,3,0,11.0
16,11,1,37.0
14,8,1,56.0
12,12,0,19.0
16,47,1,82.0
16,25,1,56.0
9,37,1,71.0
12,41,1,81.0
12,12,0,17.0
15,38,0,43.0
15,27,0,36.0
16,18,1,44.0
13,23,0,32.0
15,18,0,26.0
16,48,0,30.0
17,12,1,44.0
11,12,0,16.0
11,27,0,22.0
12,1,1,23.0
13,9,1,54.0
9,21,1,51.0
15,12,1,62.0
17,8,1,33.0
16,32,1,64.0
13,13,0,23.0
12,47,0,33.0
15,19,1,69.0
13,14,1,62.0
15,31,0,40.0
9,32,1,63.0
9,16,1,47.0
11,23,0,23.0
10,29,1,63.0
10,12,1,40.0
15,46,0,49.0
10,47,0,34.0
12,15,0,20.0
10,1,0,13.0
14,16,0,24.0
16,31,1,62.0
12,42,1,75.0
13,7,1,52.0
12,2,1,26.0
11,11,1,38.0
13,19,0,33.0
17,15,1,46.0
16,13,1,44.0
16,15,1,42.0
16,48,1,79.0
16,42,1,77.0
15,48,0,48.0
16,50,1,84.0
16,32,1,67.0
16,29,1,59.0
15,11,1,57.0
9,14,1,42.0
12,17,1,50.0
12,27,0,23.0
13,22,1,81.0
14,13,0,24.0
12,29,0,21.0
10,32,1,63.0
14,44,1,120.0
16,14,1,43.0
16,6,0,14.0
15,14,1,65.0
14,41,1,116.0
10,45,1,80.0
15,37,0,46.0
13,45,0,53.0
14,43,1,117.0
16,10,0,13.0
16,28,1,56.0
11,30,0,25.0
15,24,1,83.0
9,23,0,20.0
9,18,1,48.0
15,1,1,37.0
17,21,0,22.0
15,19,0,28.0
13,32,0,40.0
16,7,0,14.0
10,24,0,18.0
17,45,1,83.0
14,8,1,51.0
17,33,0,27.0
10,22,1,50.0
11,4,1,29.0
16,24,0,23.0
9,7,1,32.0
15,15,1,64.0
15,47,0,51.0
9,44,0,32.0
17,14,1,43.0
16,0,0,9.0
12,21,1,53.0
13,2,0,15.0
10,37,0,30.0
17,13,0,15.0
14,35,0,40.0
11,17,1,48.0
15,46,0,48.0
17,40,0,28.0
11,17,1,50.0
10,2,1,27.0
15,9,1,55.0
15,48,1,120.0
12,38,0,32.0
17,46,1,88.0
16,0,0,12.0
9,26,1,60.0
9,26,0,22.0
13,10,1,57.0
14,48,0,52.0
11,4,0,11.0
17,6,1,32.0
14,18,0,26.0
12,28,0,23.0
15,14,0,27.0
16,34,0,23.0
17,46,1,84.0
14,36,0,39.0
14,11,0,23.0
16,29,1,62.0
13,19,1,74.0
11,36,1,70.0
11,2,0,9.0
14,8,0,21.0
10,40,1,79.0
14,38,0,43.0
14,25,1,83.0
16,1,0,10.0
15,22,1,79.0
16,22,0,20.0
17,20,1,49.0
14,15,0,29.0
11,8,1,36.0
11,12,0,16.0
9,27,0,23.0
13,26,0,35.0
12,50,1,89.0
17,16,0,21.0
17,37,0,28.0
13,35,0,39.0
12,0,1,24.0
15,17,0,26.0
14,50,1,120.0
12,8,0,17.0
10,12,1,42.0
9,39,1,69.0
12,44,0,32.0
12,14,1,42.0
9,42,1,77.0
14,43,0,42.0
12,45,1,81.0
9,3,1,29.0
9,32,1,63.0
9,23,1,57.0
16,35,0,29.0
16,50,1,85.0
10,40,1,77.0
15,9,0,21.0
16,35,0,30.0
16,19,1,46.0
15,40,0,45.0
13,44,0,46.0
9,43,0,30.0
17,10,0,11.0
15,11,0,21.0
10,17,0,16.0
14,29,0,34.0
10,43,0,32.0
9,47,0,30.0
15,36,1,106.0
10,19,1,51.0
10,24,1,53.0
13,11,1,58.0
13,20,1,74.0
15,24,0,32.0
9,10,0,10.0
16,8,1,33.0
11,49,1,89.0
12,24,0,23.0
17,34,1,67.0
12,31,0,21.0
13,48,1,120.0
15,13,0,23.0
12,0,1,23.0
9,16,0,16.0
17,24,1,56.0
12,7,1,34.0
17,4,0,14.0
14,4,0,20.0
9,40,1,74.0
11,34,1,67.0
10,18,0,18.0
17,22,0,18.0
9,8,0,12.0
17,29,1,61.0
17,49,1,86.0
16,15,0,17.0
16,32,1,65.0
9,1,1,25.0
16,13,0,21.0
11,45,1,82.0
15,0,0,14.0
9,25,0,23.0
9,24,1,53.0
13,15,1,66.0
13,14,0,26.0
16,25,0,24.0
15,46,0,47.0
16,43,1,85.0
14,15,0,29.0
14,13,0,29.0
10,28,0,23.0
14,23,0,33.0
13,46,1,120.0
11,14,1,41.0
14,18,0,30.0
16,7,1,32.0
17,33,1,68.0
9,1,1,25.0
11,26,0,24.0
11,9,1,39.0
16,34,1,67.0
9,22,0,23.0
13,48,0,50.0
11,7,1,31.0
10,27,1,62.0
16,22,0,22.0
11,3,0,11.0
15,13,0,26.0
