service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
1,2,1,4,1,4,5,17,6,30.51,24.89,33.5
1,2,0,1,0,6,6,10,4,16.84,10.53,12.8
1,2,0,1,1,36,3,13,1,11.91,90.4,121.8
0,2,0,4,1,4,5,11,4,11.88,8.09,10.2
1,4,0,2,1,37,5,16,1,18.75,56.19,55.7
0,1,0,3,0,15,4,12,6,9.82,30.07,29.8
0,2,1,2,1,17,2,9,5,10.48,58.16,66.5
0,1,1,2,1,9,1,18,1,13.51,90.53,110.9
0,2,0,1,2,18,1,9,6,8.02,101.51,102.0
1,1,1,1,2,9,3,14,1,20.0,49.71,70.1
1,3,1,2,1,34,5,12,0,24.16,88.22,102.0
0,3,1,2,1,31,6,10,1,10.45,26.74,32.0
0,1,0,1,1,33,5,13,1,6.55,32.97,40.6
0,5,1,2,1,35,5,15,4,12.97,31.72,41.2
0,1,1,1,2,20,3,13,6,13.6,67.98,89.8
0,3,0,3,1,20,3,13,1,8.37,32.15,47.3
1,1,1,1,2,19,2,17,0,24.14,168.37,202.4
0,2,1,1,1,10,2,10,5,8.76,27.61,28.9
1,3,1,1,2,11,4,14,1,24.61,42.93,59.8
0,2,0,1,2,7,5,17,6,7.94,9.23,11.7
0,2,0,1,2,18,4,17,0,6.74,20.37,26.5
0,3,1,1,1,43,6,15,4,10.07,39.2,51.7
1,3,1,1,1,33,6,15,4,18.35,56.19,76.0
1,4,1,2,1,4,4,10,0,25.14,13.08,21.1
0,1,1,3,1,1,3,9,0,12.2,4.28,5.0
2,1,0,2,1,0,6,18,1,35.0,450.58,240.0
0,5,1,1,1,14,4,10,3,9.14,9.47,12.7
2,1,1,3,1,33,5,10,4,35.0,169.67,193.2
0,1,1,2,1,12,2,10,2,10.6,46.34,53.8
1,1,1,3,2,26,6,11,1,28.85,89.68,94.6
1,3,1,1,1,0,6,15,3,17.55,7.14,13.1
1,2,0,1,0,40,1,16,0,16.25,417.59,240.0
0,1,1,1,1,29,6,12,0,9.73,35.92,42.0
0,1,1,3,0,19,2,15,0,17.32,122.79,160.8
1,2,1,1,1,6,4,15,6,18.07,23.91,33.7
2,1,0,1,2,5,4,12,3,35.0,43.02,46.2
1,1,1,1,0,40,3,17,1,19.11,185.51,221.3
0,2,0,1,1,27,4,10,1,6.78,27.52,26.8
0,2,0,4,1,37,6,16,4,9.02,33.78,38.0
1,1,1,1,1,20,4,13,5,16.73,63.95,84.7
0,2,0,1,1,25,3,18,6,6.81,41.66,52.1
0,4,0,1,1,1,1,11,4,6.36,14.77,16.5
1,1,1,1,1,35,5,14,6,17.78,94.66,125.6
0,1,1,1,1,44,2,11,5,9.31,151.1,155.7
0,2,1,1,0,17,2,18,1,9.86,53.9,67.2
0,1,0,1,1,14,3,10,5,5.83,19.75,18.2
1,2,0,1,1,23,2,17,3,13.84,99.01,115.8
0,3,0,2,1,24,1,12,5,8.22,99.91,101.7
2,1,1,2,2,7,5,10,5,35.0,39.84,48.7
0,3,1,2,1,19,6,11,1,11.2,19.57,18.5
0,4,1,2,1,12,2,12,5,12.26,32.96,38.3
1,4,1,1,0,2,1,15,5,19.52,20.91,28.0
1,2,1,1,0,18,6,18,6,16.37,34.21,45.6
0,1,0,1,1,25,1,11,2,5.84,104.68,103.0
0,3,1,2,1,0,1,9,6,12.27,5.84,12.0
0,3,0,1,1,15,6,18,2,6.33,11.01,14.4
1,3,1,3,1,36,3,13,1,24.03,150.11,193.8
0,4,0,2,1,10,1,9,3,8.32,47.62,51.0
1,2,0,1,1,41,6,9,3,12.54,51.25,54.3
1,2,1,2,1,25,3,18,1,21.17,112.37,135.1
1,2,1,1,1,38,6,13,1,17.66,72.38,97.7
1,2,1,2,1,16,2,15,2,20.73,107.25,143.4
1,1,1,1,1,11,2,10,3,15.94,65.43,65.0
0,3,1,2,1,17,5,12,5,13.57,27.69,30.4
0,1,1,1,1,18,6,16,3,8.73,18.9,21.3
0,1,0,1,1,10,4,14,4,6.68,14.84,21.4
1,2,0,3,1,40,1,16,6,22.53,543.54,240.0
1,4,0,1,1,34,6,18,4,12.68,31.96,38.2
0,2,1,2,2,19,2,13,0,13.16,80.02,107.0
2,1,1,4,1,32,4,18,0,35.0,207.72,240.0
1,4,1,1,1,25,1,10,5,18.54,249.08,240.0
0,2,0,1,2,34,5,10,4,6.57,27.09,29.7
0,2,0,2,1,24,6,10,3,8.24,19.78,19.4
0,3,1,1,2,30,1,16,2,13.31,215.31,216.1
1,2,0,1,1,6,4,14,2,13.49,16.95,24.8
0,3,1,1,0,20,6,14,5,11.36,23.61,30.2
0,1,1,3,1,37,6,12,6,15.09,71.62,75.5
2,1,0,1,1,38,1,9,4,29.9,806.54,240.0
1,2,1,2,1,14,2,14,0,19.46,87.02,116.2
1,2,0,1,2,19,6,15,3,16.54,37.26,50.2
1,2,1,1,2,33,1,16,4,21.25,423.9,240.0
0,3,1,1,1,26,6,15,2,9.07,22.62,34.7
2,4,0,1,0,40,1,10,2,27.69,436.46,240.0
2,3,1,1,2,32,5,11,5,35.0,110.85,116.8
1,2,1,1,1,16,5,11,1,18.0,34.79,38.0
0,3,1,2,0,40,1,18,1,11.99,238.79,240.0
0,2,1,1,1,30,3,17,6,10.42,66.4,84.5
0,4,1,1,2,40,6,9,3,10.51,27.17,27.3
1,3,1,1,2,2,5,17,6,23.68,12.46,16.6
0,1,0,1,2,4,4,18,3,8.5,9.72,16.6
1,1,0,3,1,22,2,9,3,23.62,186.54,191.1
1,2,1,1,2,12,3,9,5,18.74,46.22,47.6
0,2,1,2,2,29,6,9,4,13.33,38.98,45.7
1,1,0,1,1,13,4,14,2,12.77,335.66,240.0
0,3,1,4,2,34,1,9,1,18.25,361.14,240.0
1,2,1,1,1,7,3,10,0,15.5,22.83,29.9
0,1,1,1,1,17,6,18,3,8.48,19.69,30.3
0,1,0,1,1,36,3,10,4,6.28,53.32,63.8
0,3,0,2,1,5,3,11,0,7.44,8.25,12.6
2,2,1,1,1,8,5,10,0,33.98,34.29,38.9
1,1,0,2,0,40,4,14,0,18.61,137.76,180.5
0,2,0,1,2,4,5,15,4,8.45,8.43,12.2
0,1,0,1,1,45,3,10,1,5.85,63.42,63.1
1,5,0,1,1,5,3,14,6,12.87,10.93,17.8
0,2,1,1,1,30,4,16,4,8.43,38.31,43.9
2,4,1,1,1,28,4,16,3,30.18,83.35,85.9
2,3,0,1,1,40,4,16,2,25.34,125.54,125.8
1,2,1,1,2,27,5,9,6,21.19,70.42,71.8
2,3,1,1,1,6,4,16,4,34.52,29.43,34.7
0,2,1,1,1,4,6,11,4,9.79,5.43,9.8
0,5,0,1,1,38,3,14,5,6.59,26.4,32.6
0,2,0,1,1,19,4,17,6,6.45,20.37,20.7
0,2,1,1,1,11,1,14,6,10.16,70.45,96.1
2,2,1,1,1,21,3,11,2,35.0,148.58,156.2
0,1,1,1,1,26,6,10,5,8.98,29.34,30.7
2,2,0,1,1,15,1,15,2,30.13,280.23,240.0
1,3,0,1,0,44,3,17,5,15.95,120.64,144.8
0,1,1,2,2,33,4,11,1,12.8,75.33,78.8
0,2,1,2,1,42,5,10,4,10.64,54.6,65.5
0,2,1,1,1,16,3,13,3,8.91,31.53,42.9
0,5,0,1,2,21,3,16,6,8.06,17.71,17.0
0,4,0,1,0,2,4,9,1,6.73,3.62,5.9
0,3,0,2,2,10,5,10,1,9.24,9.46,11.9
1,2,1,1,1,33,5,11,4,16.85,66.69,77.4
1,3,0,4,1,41,5,16,5,28.05,122.56,122.7
0,2,1,1,2,15,6,11,2,12.56,20.37,24.2
0,2,0,1,1,11,2,17,5,6.02,24.7,29.5
1,1,1,1,1,18,1,16,5,18.03,276.68,240.0
0,5,1,2,1,11,1,11,2,13.09,53.35,56.8
0,2,0,1,1,35,5,17,0,5.61,25.3,35.9
1,3,1,1,0,12,1,9,3,18.96,215.18,219.4
2,1,1,1,1,45,1,11,1,33.67,1073.78,240.0
2,2,1,1,0,36,1,14,4,35.0,763.58,240.0
0,5,1,1,1,27,4,15,0,9.78,22.45,30.0
1,3,0,1,1,30,1,12,3,15.82,237.58,240.0
0,4,0,3,1,3,5,9,2,9.91,2.6,5.3
2,2,1,2,2,19,4,11,1,35.0,101.3,102.8
0,1,1,1,2,2,6,15,5,12.99,8.77,12.2
0,2,1,1,2,31,4,15,6,13.42,67.52,91.3
2,2,0,1,1,29,5,13,4,28.92,108.54,142.2
2,2,1,1,1,35,2,14,5,28.07,302.78,240.0
1,2,0,1,0,19,3,12,4,16.21,66.61,74.6
0,1,0,1,1,30,1,14,6,6.68,144.48,187.4
0,4,1,1,1,6,6,16,5,8.22,4.0,9.2
1,4,1,1,1,44,6,15,5,15.97,50.49,65.4
1,1,0,3,1,4,3,12,0,23.61,31.54,34.9
0,3,0,1,1,26,3,11,1,6.71,29.32,30.7
0,2,0,1,1,25,1,14,3,6.05,93.87,122.1
2,1,0,1,1,22,2,11,5,31.16,266.71,240.0
1,4,0,1,1,41,6,14,2,14.23,42.15,57.3
1,1,1,1,1,41,4,9,0,16.28,124.13,144.0
0,2,1,1,1,9,6,13,3,9.02,12.49,20.3
1,2,1,1,1,35,2,14,2,16.6,179.85,236.9
2,3,1,1,0,11,2,12,5,33.64,102.24,104.7
0,2,0,1,1,9,3,16,0,5.87,11.32,10.4
1,3,0,2,2,30,3,16,6,22.25,111.84,111.0
0,2,0,1,0,38,1,16,0,5.64,131.47,148.3
0,1,1,2,1,28,4,10,2,11.1,55.08,57.9
1,1,1,1,1,44,5,15,0,16.46,107.84,143.4
1,3,0,1,2,39,6,17,2,17.63,82.57,94.0
1,2,0,1,0,25,3,9,4,15.93,80.96,94.4
0,2,1,1,0,29,4,17,3,11.27,52.75,65.8
0,2,1,3,1,27,4,17,2,16.34,70.61,85.3
2,1,1,3,1,35,4,12,5,35.0,225.98,228.7
0,3,0,2,1,12,5,14,1,7.55,12.52,16.5
1,2,1,1,1,39,4,14,4,18.5,114.76,149.3
0,2,1,2,1,2,2,10,5,11.38,14.96,19.9
2,2,1,3,1,13,5,16,0,35.0,63.24,76.0
2,1,0,4,2,26,5,12,4,35.0,138.09,160.4
0,1,1,1,1,10,3,16,5,9.34,22.49,23.2
1,2,1,2,0,21,1,15,2,25.03,321.99,240.0
0,1,0,1,2,44,3,10,0,6.45,67.93,79.5
0,2,1,1,0,13,4,12,2,9.3,52.18,54.0
0,1,1,3,1,29,1,10,0,12.99,285.25,240.0
1,3,1,1,1,24,2,12,2,18.31,113.35,114.3
0,1,1,4,0,37,5,13,5,18.72,103.65,133.8
1,4,1,1,0,31,1,17,5,20.89,256.45,240.0
0,1,0,1,1,30,6,16,1,6.89,25.97,29.3
0,3,1,2,1,33,6,15,4,12.34,38.39,50.1
1,2,0,2,1,10,6,12,6,14.94,21.14,23.5
1,2,1,1,1,29,3,15,6,19.87,120.93,158.7
1,1,0,2,0,17,1,13,1,19.72,240.87,240.0
1,1,0,1,0,43,4,13,1,14.56,115.28,150.7
2,3,0,1,1,12,5,11,2,29.42,35.38,32.0
0,2,1,1,1,33,4,13,5,9.26,49.93,67.5
0,2,1,1,1,27,2,16,5,9.87,85.69,89.8
1,1,1,1,1,19,1,9,5,17.2,260.46,240.0
1,2,1,1,1,25,6,10,4,19.47,48.86,58.5
1,2,1,1,1,28,3,17,1,19.59,115.87,139.3
1,1,0,2,1,30,4,17,1,16.29,94.36,112.0
0,5,0,4,2,9,1,17,5,11.58,49.16,57.7
0,3,0,1,0,26,2,10,2,6.2,40.35,39.0
1,2,0,2,1,36,4,10,5,16.46,91.04,93.8
0,2,0,2,1,10,3,13,5,7.48,18.03,26.1
0,2,1,1,1,11,1,11,2,10.04,77.23,79.7
0,1,1,2,0,35,2,9,2,11.58,143.93,144.7
0,2,1,4,2,14,6,18,0,18.99,32.35,42.0
1,1,1,2,1,12,2,10,3,20.63,94.53,100.0
0,2,0,2,2,32,4,9,6,8.38,40.64,41.1
2,4,1,1,1,45,6,15,0,34.33,111.22,146.3
1,2,1,2,0,32,4,13,4,24.58,125.06,163.6
0,1,1,3,1,31,3,16,6,12.76,93.64,96.6
0,3,0,1,0,15,1,17,0,6.85,68.68,83.2
0,5,1,1,2,5,6,13,6,11.09,6.06,8.1
1,1,0,1,1,15,3,11,0,13.75,49.27,55.2
0,3,0,1,1,12,2,15,4,6.08,19.84,28.6
0,3,0,1,2,21,6,14,1,8.01,16.97,24.7
0,3,1,1,2,41,4,11,6,10.45,53.75,56.9
1,3,1,1,2,15,2,10,0,24.87,101.83,118.4
1,4,1,1,2,33,4,16,3,19.03,64.87,70.8
1,1,1,1,1,41,2,14,4,16.0,545.57,240.0
2,1,1,2,1,11,1,14,5,35.0,283.38,240.0
0,1,1,2,1,15,3,18,2,12.26,49.52,62.7
1,1,0,1,1,18,6,15,6,12.76,31.3,38.4
0,1,0,1,1,17,3,14,4,6.67,30.72,41.9
1,3,1,2,1,37,3,14,5,20.63,133.28,177.1
1,4,1,1,1,45,6,12,5,19.48,62.73,65.4
0,2,0,1,1,22,2,17,3,6.83,47.57,55.7
0,5,1,1,1,16,6,9,2,8.53,6.73,9.2
1,2,0,1,1,12,3,13,4,12.94,35.01,48.3
0,1,1,2,1,29,1,11,3,10.63,238.6,237.4
0,3,1,1,1,37,4,13,2,8.6,43.36,59.1
2,2,1,1,1,18,6,18,6,34.48,70.57,85.9
1,1,1,1,1,28,3,13,5,17.58,285.53,240.0
1,5,1,4,1,36,1,11,2,26.65,278.12,240.0
1,2,1,1,2,13,4,15,2,19.16,42.85,60.2
0,2,1,3,1,29,1,17,5,13.13,261.63,240.0
0,5,1,1,2,39,6,14,0,12.55,26.64,35.4
1,3,1,1,1,10,3,14,3,15.34,31.78,43.4
1,2,0,1,1,33,5,16,0,15.88,65.02,73.2
0,1,0,1,0,16,4,10,6,7.32,23.43,26.5
0,1,0,1,2,16,4,16,3,8.04,24.36,22.7
0,2,1,1,2,7,4,9,5,11.05,12.66,17.6
1,5,1,1,1,21,3,12,4,15.98,184.32,207.1
0,4,1,1,1,1,6,9,5,10.28,2.65,2.0
2,1,1,1,2,39,2,18,0,35.0,3307.02,240.0
2,5,0,1,2,23,2,17,6,35.0,147.09,173.9
1,1,1,1,1,27,6,11,2,16.83,53.32,53.1
1,3,0,1,2,24,3,14,3,16.73,71.35,93.9
0,1,1,1,0,44,3,12,6,9.7,102.56,107.3
0,1,0,4,1,16,3,9,5,11.08,43.57,42.7
1,2,1,3,2,3,4,9,5,28.36,14.03,16.9
0,3,1,1,1,42,4,14,4,10.61,60.08,83.0
0,2,0,2,1,39,3,10,3,7.67,60.31,63.5
1,4,1,1,1,0,1,11,4,18.8,88.36,99.2
0,4,1,2,1,15,3,17,6,12.61,70.3,84.1
1,1,1,1,0,27,6,9,5,18.68,60.04,60.8
0,3,0,2,1,35,5,15,4,8.15,31.64,43.1
0,1,1,1,2,20,1,15,4,11.61,166.42,214.4
0,2,0,2,1,27,2,13,5,7.38,63.51,81.7
2,3,1,1,1,7,5,14,6,27.59,27.5,37.4
1,2,1,1,1,29,3,16,0,17.25,105.24,120.5
0,4,1,3,1,19,5,12,6,14.77,26.07,29.3
0,2,1,1,1,36,6,18,4,9.08,35.92,47.7
2,2,1,1,1,2,6,15,5,35.0,18.97,25.9
0,5,1,1,1,38,4,10,5,9.74,27.7,32.1
0,2,1,1,1,35,1,12,3,10.87,230.24,233.0
0,3,1,1,2,37,1,13,4,12.88,238.48,240.0
1,2,1,1,1,10,1,14,5,19.21,120.41,157.7
0,1,0,2,1,8,4,15,3,7.26,12.83,15.1
0,2,1,2,1,32,1,16,2,11.24,227.98,229.0
1,1,0,2,1,27,1,14,4,15.25,294.73,240.0
0,3,1,1,0,40,4,18,4,9.14,47.84,59.3
1,2,0,1,1,45,2,10,2,12.66,175.66,178.5
1,1,0,1,2,27,2,13,3,18.6,181.82,240.0
0,3,0,1,0,33,1,10,2,6.24,110.12,110.9
0,3,0,1,1,13,4,10,5,5.66,10.97,13.4
1,3,1,1,1,9,4,16,3,18.18,21.7,25.3
0,2,1,1,0,1,6,14,3,10.89,5.02,10.0
0,3,1,3,0,33,3,14,0,14.86,86.7,115.8
1,2,1,1,1,29,3,18,3,19.39,117.66,147.0
1,2,0,4,1,42,2,17,6,27.97,440.64,240.0
0,2,1,3,1,7,4,10,6,13.41,15.63,19.7
0,2,1,1,1,17,4,18,4,9.63,27.89,34.8
0,3,1,1,2,41,1,15,0,11.28,230.75,240.0
1,5,1,1,2,1,6,9,5,22.27,2.13,4.9
1,3,0,3,1,24,6,11,3,23.67,50.94,54.8
1,2,1,1,1,26,4,15,1,18.14,77.79,101.1
1,2,1,1,1,22,4,15,1,18.6,68.71,88.1
2,1,1,1,2,8,4,9,2,35.0,54.49,59.1
0,1,1,2,1,33,1,15,5,10.09,238.2,240.0
0,1,1,1,2,6,3,16,3,11.7,17.36,20.8
1,5,0,2,1,16,6,11,5,19.29,16.12,14.2
0,3,0,1,1,19,4,16,1,5.89,13.97,14.8
0,1,1,3,1,3,4,15,3,12.88,12.32,19.4
0,2,0,3,0,33,3,14,2,9.17,63.4,86.5
2,1,1,2,1,17,6,13,0,34.67,80.87,105.7
0,1,0,4,1,15,1,13,0,9.0,97.48,131.6
0,2,1,1,1,28,3,11,5,8.19,46.1,48.0
1,2,1,3,1,22,2,13,0,27.92,191.77,240.0
0,4,1,1,0,3,6,14,3,9.72,6.45,11.0
2,1,0,2,0,26,4,12,5,35.0,171.73,174.9
0,2,0,1,1,14,3,12,4,6.78,23.08,27.5
1,2,0,2,1,24,2,14,6,18.67,140.62,183.5
0,4,0,2,1,45,2,13,3,7.31,67.45,92.4
1,2,0,2,2,34,5,13,0,19.5,86.18,114.1
2,2,1,1,2,41,1,10,3,33.79,837.55,240.0
1,1,1,1,1,36,6,13,0,15.88,73.84,99.3
1,1,0,3,0,43,2,15,3,24.45,375.38,240.0
0,5,0,1,0,16,1,13,2,6.52,33.27,46.0
2,2,1,2,1,40,3,18,6,35.0,288.79,240.0
1,2,0,1,1,18,3,12,0,14.36,57.27,67.8
2,3,0,1,1,30,1,18,1,25.84,388.91,240.0
1,1,1,1,1,7,6,13,0,18.62,22.47,28.0
0,2,0,2,0,26,4,13,3,7.51,31.92,48.2
1,1,1,4,1,3,3,16,2,31.74,25.12,28.0
0,3,1,3,1,6,6,10,1,14.31,7.46,11.3
1,5,1,1,1,35,3,12,3,15.58,57.92,63.3
0,4,0,1,1,25,3,18,1,5.52,20.24,24.7
0,1,0,3,1,3,4,15,4,8.14,8.62,13.2
2,3,1,3,1,6,2,18,0,35.0,111.25,132.8
2,2,0,1,2,15,3,12,5,34.26,112.55,114.8
2,4,0,1,0,43,5,14,2,31.03,113.33,149.6
1,1,1,1,1,17,4,17,5,17.09,56.66,67.8
1,1,1,2,0,40,2,17,3,21.58,309.1,240.0
1,4,1,2,1,31,1,17,5,25.0,307.0,240.0
0,1,1,1,1,32,6,17,5,10.72,43.7,51.4
2,2,0,1,1,8,4,14,3,26.71,40.07,53.7
2,2,1,1,1,6,2,11,4,27.27,64.27,78.2
1,3,1,1,0,22,2,15,4,20.42,117.25,151.8
2,3,1,3,1,9,6,12,1,35.0,37.09,39.6
1,3,1,2,1,7,1,12,0,19.09,73.22,85.7
0,1,0,1,1,10,6,14,6,5.96,10.56,11.8
2,4,1,1,0,15,3,10,0,33.23,67.46,75.0
0,2,1,2,1,6,4,17,0,12.59,15.78,21.5
1,1,0,1,0,5,4,15,5,15.18,18.96,27.1
0,1,0,3,0,20,4,14,6,8.61,34.19,45.6
1,4,1,1,1,3,1,15,3,18.45,26.84,36.9
1,1,0,1,1,7,1,10,5,15.07,87.66,86.9
1,3,1,1,0,7,3,11,6,21.93,27.16,28.4
1,4,0,1,1,26,2,14,2,12.52,306.06,240.0
0,1,1,2,1,1,5,18,1,10.39,5.38,12.4
1,3,0,1,1,17,1,16,2,13.71,123.73,121.9
2,1,1,1,2,8,6,11,2,33.7,32.52,33.9
0,1,1,1,2,0,1,13,6,11.09,4.49,9.7
0,2,0,1,1,42,3,13,5,6.32,55.53,72.8
0,2,1,1,1,0,5,14,5,10.38,4.43,6.8
2,1,1,1,0,20,5,9,5,35.0,99.99,102.4
1,2,1,1,1,16,4,18,1,17.12,77.04,92.8
2,2,1,1,1,16,4,15,2,30.16,82.73,110.1
1,1,1,1,1,14,2,13,2,16.05,84.44,113.2
0,2,1,1,0,37,2,16,0,9.89,112.05,123.4
1,2,0,1,1,45,1,9,5,12.9,369.52,240.0
0,1,1,1,2,44,6,10,1,11.11,59.47,60.7
0,3,1,2,0,21,2,15,3,12.94,72.88,101.0
0,1,1,1,1,14,4,15,4,9.57,26.54,35.4
0,2,1,4,1,43,3,17,4,15.79,140.43,168.8
0,2,1,3,2,5,4,17,2,18.49,19.6,28.7
0,2,0,1,0,5,3,17,0,7.38,238.05,240.0
0,4,1,1,1,36,4,16,3,9.6,34.82,39.8
0,3,0,1,0,1,2,12,6,7.43,4.67,5.7
1,1,1,1,1,17,6,13,4,14.88,35.57,48.3
0,4,1,1,1,21,1,13,4,10.88,93.13,125.6
0,2,1,2,1,11,2,18,3,10.65,39.12,49.7
0,2,1,1,1,31,6,17,4,9.06,31.9,40.5
1,2,0,1,2,5,3,13,3,18.82,24.87,34.7
1,1,1,1,1,43,5,18,5,18.9,119.8,140.7
2,4,1,1,1,23,3,13,2,34.23,111.83,152.7
1,2,0,1,0,32,1,13,2,13.25,258.27,240.0
0,2,1,2,1,36,2,12,4,10.49,117.23,132.7
0,1,1,1,0,32,4,15,6,9.6,56.94,75.1
0,3,1,3,1,11,3,14,4,12.32,26.33,34.7
2,5,1,1,2,36,3,18,1,35.0,128.74,156.1
1,4,1,1,1,45,2,16,6,18.34,163.01,168.0
0,1,0,1,1,14,6,10,0,5.51,9.17,13.9
0,3,1,1,0,22,5,14,2,11.43,29.73,42.2
0,1,0,3,0,0,2,18,0,9.77,4.08,6.6
0,1,1,1,1,36,1,12,3,9.31,237.85,237.4
1,2,0,2,0,17,4,14,4,21.02,60.76,81.3
1,3,1,3,1,33,5,14,0,29.1,103.4,137.3
1,1,1,1,0,24,2,15,5,18.65,164.66,217.1
0,2,1,1,1,26,5,10,0,9.31,30.11,35.8
0,3,1,1,2,31,2,17,2,12.18,97.48,118.1
1,1,1,1,1,38,6,18,5,18.23,86.89,110.0
1,2,1,1,1,10,5,15,2,16.5,25.54,37.5
0,2,1,1,1,28,5,10,6,9.6,32.5,32.9
1,3,0,1,1,10,1,17,1,13.82,104.89,125.1
1,3,1,1,1,31,4,10,1,19.0,76.0,79.9
0,3,1,3,1,6,1,16,1,14.74,55.73,62.0
1,3,1,2,1,6,4,9,2,24.06,20.64,24.1
0,2,1,1,2,34,4,12,3,12.4,68.28,72.7
1,2,1,2,0,23,3,14,3,26.61,131.41,173.3
0,2,1,1,1,17,1,12,3,8.88,93.63,93.2
1,2,0,3,0,4,5,13,1,24.53,19.89,25.3
0,4,0,1,1,12,6,9,5,5.19,5.14,7.6
0,2,1,1,1,34,1,9,0,8.79,182.68,208.8
1,5,0,1,1,37,6,16,6,14.44,25.18,29.5
1,1,1,1,0,43,6,13,0,17.25,129.19,173.5
2,2,1,3,1,32,4,12,6,35.0,178.0,178.4
1,1,1,1,2,41,2,14,3,22.73,333.26,240.0
1,2,0,1,1,27,4,13,5,14.39,62.16,81.2
1,3,1,1,1,22,2,10,3,19.22,108.26,109.7
0,3,1,1,1,30,3,11,2,9.45,48.42,52.0
0,1,0,2,1,31,4,15,5,6.53,38.27,47.2
0,5,0,1,0,2,5,18,6,6.52,4.03,9.6
0,4,0,1,1,17,4,16,6,6.46,11.92,12.8
0,4,1,1,1,39,2,14,0,10.42,82.75,106.6
2,2,1,1,1,45,5,9,6,34.2,186.71,191.0
1,2,1,4,1,4,1,17,2,26.96,73.82,94.2
2,1,0,1,0,45,6,13,6,34.92,194.89,240.0
2,2,1,1,2,0,3,17,2,35.0,51.92,65.6
0,1,1,1,1,0,6,14,6,10.43,182.95,240.0
0,4,0,1,1,8,6,16,4,6.24,3.46,5.4
1,2,0,1,1,0,1,17,0,13.79,28.95,38.6
2,1,1,1,1,39,4,10,3,32.11,223.63,227.2
0,4,1,1,2,30,6,16,3,12.39,25.34,26.0
1,1,1,1,0,38,4,9,3,19.52,131.69,135.8
0,4,0,1,2,40,4,15,1,8.29,34.5,46.1
0,1,0,2,0,22,2,16,1,7.5,59.22,59.4
0,3,0,4,0,43,4,15,0,10.11,56.87,73.4
0,2,1,1,1,16,1,11,6,9.9,111.28,115.9
2,3,1,2,1,2,3,16,6,34.24,25.44,29.9
0,2,0,1,2,19,4,12,6,7.59,26.02,25.7
2,2,0,1,1,25,1,17,5,28.36,432.24,240.0
0,1,1,1,1,10,1,10,6,8.23,63.76,64.6
2,4,0,4,2,28,1,9,4,35.0,391.17,240.0
1,2,0,1,1,44,5,13,5,13.82,77.59,106.1
1,3,1,2,2,2,1,10,0,23.79,31.3,40.2
0,3,0,2,1,10,3,9,4,7.45,13.42,13.6
1,3,1,1,1,29,2,14,0,15.12,113.59,148.2
2,5,1,1,1,42,3,14,0,29.46,126.04,171.3
0,2,0,1,1,7,5,12,0,6.51,7.81,10.8
0,3,1,3,1,21,3,13,2,14.7,56.04,78.3
0,3,1,3,1,8,1,13,1,14.31,61.26,85.8
0,1,0,2,1,6,2,14,1,7.83,612.16,240.0
0,5,0,2,1,14,6,14,6,8.28,8.88,12.3
1,1,0,1,0,7,1,15,2,15.56,82.01,105.4
0,3,1,2,1,42,4,14,5,11.68,64.97,83.6
1,5,1,2,1,13,5,9,4,20.73,21.2,25.1
2,3,1,3,1,4,5,12,5,35.0,26.53,30.3
1,1,1,1,1,32,6,15,6,16.05,65.55,88.8
0,2,0,1,1,18,1,12,6,5.39,61.57,63.6
1,2,0,1,2,27,3,12,3,15.46,87.52,86.7
0,2,1,4,0,12,1,14,4,16.24,122.54,159.8
0,2,1,2,1,30,6,12,6,11.26,37.65,38.5
0,3,0,1,1,32,2,17,2,6.52,60.55,71.1
2,4,0,1,2,6,2,16,5,35.0,74.73,76.7
1,1,1,1,0,27,4,9,2,18.66,92.65,92.7
0,1,1,2,1,7,5,14,5,10.78,16.11,26.4
0,2,0,3,1,44,6,16,2,9.2,40.72,43.2
0,1,1,1,1,43,2,15,3,8.59,133.01,177.5
2,2,1,1,1,31,4,17,3,29.96,147.16,180.0
2,2,1,2,1,34,1,11,6,35.0,721.92,240.0
0,2,1,1,0,4,2,11,1,9.84,15.15,20.2
0,1,1,1,1,19,2,13,2,10.34,73.14,99.2
1,2,1,1,2,38,1,12,5,20.06,461.22,240.0
0,2,1,1,1,27,4,17,3,10.42,47.29,57.6
0,3,1,1,1,20,2,10,0,10.3,55.95,64.3
1,3,0,1,2,32,3,18,4,17.07,95.06,114.9
0,2,1,1,1,21,6,14,0,8.76,21.56,30.5
1,2,1,3,0,13,5,18,5,30.76,58.09,77.4
0,1,0,1,1,37,5,9,2,5.33,27.81,25.9
1,1,1,4,2,11,2,11,0,33.38,151.48,174.7
1,4,1,2,2,14,2,12,6,26.62,80.79,81.3
1,3,0,1,1,2,6,18,0,12.29,6.71,11.3
1,1,1,1,1,11,5,14,6,14.88,27.44,43.3
0,4,0,1,1,27,6,18,4,6.29,13.93,17.5
0,2,1,1,1,11,2,11,0,9.32,38.47,44.7
0,3,1,1,1,37,2,13,5,9.66,92.73,126.1
0,2,1,1,2,19,3,12,2,10.48,43.1,45.5
0,1,1,1,1,16,2,12,4,9.99,60.43,69.0
1,2,0,2,1,26,5,17,0,16.36,55.91,67.1
0,2,1,2,2,39,1,14,6,13.36,316.43,240.0
